"Var1","Freq","perc"
"3","41","22.5274725274725"
"2","36","19.7802197802198"
"4","35","19.2307692307692"
"1","23","12.6373626373626"
"7","15","8.24175824175824"
"5","13","7.14285714285714"
"6","10","5.49450549450549"
"0","9","4.94505494505495"
"total","182","100"
