"Var1","Freq","perc"
"Torniquete","22","25.8823529411765"
"brebaje de hiel de serpiente","18","21.1764705882353"
"Shaman/Curandero","17","20"
"hierbas","10","11.7647058823529"
"incision o corte","9","10.5882352941176"
"Succion","3","3.52941176470588"
"frio local ","2","2.35294117647059"
"gasolina","1","1.17647058823529"
"infusion ","1","1.17647058823529"
"Inmovilizacion","1","1.17647058823529"
"limon caliente en la herida ","1","1.17647058823529"
"total","85","100"
