"Var1","Freq","perc"
"pies","103","55.9782608695652"
"manos","50","27.1739130434783"
"piernas","16","8.69565217391304"
"rodillas","5","2.71739130434783"
"antebrazo","3","1.6304347826087"
"multiple","3","1.6304347826087"
"brazo","1","0.543478260869565"
"dorsolumbar","1","0.543478260869565"
"gluteo","1","0.543478260869565"
"muslo","1","0.543478260869565"
"total","184","100"
