"Var1","Freq","perc"
"Octubre","25","13.0890052356021"
"Mayo","21","10.9947643979058"
"Marzo","19","9.94764397905759"
"Septiembre","19","9.94764397905759"
"Diciembre","17","8.90052356020942"
"Julio","17","8.90052356020942"
"Noviembre","17","8.90052356020942"
"Agosto","14","7.32984293193717"
"Junio","12","6.282722513089"
"Abril","10","5.23560209424084"
"Enero","10","5.23560209424084"
"Febrero","10","5.23560209424084"
"total","191","100"
