"Var1","Freq","perc"
"2","52","27.2251308900524"
"1","32","16.7539267015707"
"3","30","15.7068062827225"
"4","25","13.0890052356021"
"5","20","10.4712041884817"
"6","17","8.90052356020942"
"7","9","4.71204188481675"
"8","6","3.1413612565445"
"total","191","100"
