"Var1","Freq","perc"
"_0804__QUININDe","94","49.2146596858639"
"_0801__ESMERALDAS_","39","20.4188481675393"
"_0807__RIOVERDE","27","14.1361256544503"
"_0803__MUISNE","13","6.80628272251309"
"_0802__ELOY_ALFARO","8","4.18848167539267"
"_0805__SAN_LORENZO","5","2.61780104712042"
"_0806__ATACAMES","5","2.61780104712042"
"total","191","100"
