"","var_tot","Leve","Moderado","Severo","var_tot_%","Leve_%","Moderado_%","Severo_%"
"Bachiller",1,0,1,0,0.523560209424084,0,1.21951219512195,0
"Ninguno",18,2,5,9,9.42408376963351,6.06060606060606,6.09756097560976,13.0434782608696
"Primaria",132,19,57,52,69.1099476439791,57.5757575757576,69.5121951219512,75.3623188405797
"Secundaria",40,12,19,8,20.9424083769633,36.3636363636364,23.1707317073171,11.5942028985507
"tot",191,33,82,69,100,100,100,100
